,predicted_label,predicted_probability,actual_label,group,behavior_features_traits,beliefs_expectancies,bws,connotation,full_label,generalisation_category_label,generalisation_situation,generalization,gram_form,has_category_label,information,ling_form,roberta_score,scsc_score,text,situation,situation_evaluation,stereotype,target_type
3519,0,0.9373226165771484,0,0,yes,yes,,neutral,Mohammed,individual_specific target,situational behaviour_concrete,concrete,noun,yes,"was fun to hang around, did not like pork",individual,0.4720703,0.1491327686467403,Mohammed was fun to hang around did not like pork,situational behaviour,positive,False,specific target
3520,1,0.9414222836494446,1,1,yes,yes,,neutral,Muslims,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,"Jihad, The terrorists hate America and won't stop until it's destroyed",generic,0.8582774,0.7476380077895063,If you watch Fox News they are always talking about Muslims Jihad The terrorists hate America and won't stop until it's destroyed,enduring characteristics,negative,True,generic target
3521,0,0.5882689356803894,1,1,yes,yes,,neutral,Asian countries who are hindu,subset_generic target,enduring characteristics_abstract,abstract,noun,yes,have a very classist system for classist reasons,subset,0.787692,0.6907314051862882,Asian countries who are hindu have a very classist system for classist reasons,enduring characteristics,negative,True,generic target
3522,1,0.9581992626190186,1,1,yes,yes,,negative,Islam,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,Its a dangerous and extreme religion,generic,0.8481479,0.7935484032858259,I know someone who converted to Islam. Its a dangerous and extreme religion.,enduring characteristics,negative,True,generic target
3523,0,0.8235099911689758,0,0,yes,yes,,neutral,Brahmin,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are known to be whites,generic,0.71078855,0.5332678097650012,Brahmin are known to be whites. African are made of black,enduring characteristics,neutral,False,generic target
3524,1,0.9510192275047302,1,1,yes,yes,,negative,People from the middle east,subset_generic target,enduring characteristics_abstract,abstract,noun,yes,are terrorists,subset,0.84598446,0.7366418006826077,Mohammed comes from the Middle East. People from the middle east are terrorists.,enduring characteristics,negative,True,generic target
3525,1,0.9393259286880492,0,0,yes,yes,,neutral,Muslim,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,believe in sharia,generic,0.76311666,0.5332678097650012,Muslim believe in sharia.,enduring characteristics,neutral,False,generic target
3526,1,0.5188285112380981,0,0,yes,yes,,neutral,my boyfriend,individual_specific target,enduring characteristics_concrete,concrete,noun,yes,"is Hindu, is becoming a terrorist",individual,0.77861774,0.5515628485222185,I know that my boyfriend is Hindu. He is becoming a terrorist.,enduring characteristics,negative,False,specific target
3527,1,0.901866853237152,1,1,yes,yes,,negative,ministers,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are corrupt,generic,0.71134937,0.7935484032858259,Going to a church is an important part of many people's lives. They are all led by corrupt ministers.,enduring characteristics,negative,True,generic target
3528,1,0.9356136322021484,1,1,yes,yes,,negative,The men who follow islam,subset_generic target,enduring characteristics_abstract,abstract,noun,yes,are violent,subset,0.90643376,0.7366418006826077,The men who follow islam are violent.,enduring characteristics,negative,True,generic target
3529,1,0.9660279750823976,0,0,yes,yes,,neutral,My neighbor,individual_specific target,enduring characteristics_concrete,concrete,noun,yes,"is Islamic, follows Sharia law, might be a terrorist",individual,0.71577394,0.5515628485222185,My neighbor is Islamic and follows Sharia law. I think that he might be a terrorist.,enduring characteristics,negative,False,specific target
3530,1,0.9421477913856506,0,0,yes,yes,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.74350065,0.4387382360203022,Jihad is another word for terrorism.,not-applicable,not-applicable,False,not-applicable
3531,1,0.7856981754302979,0,0,yes,yes,,neutral,Brahmin,individual_specific target,enduring characteristics_abstract,abstract,noun,yes,is a Hindu god. He creates all life,individual,0.63382035,0.1589586787684259,Brahmin is a Hindu god. He creates all life.,enduring characteristics,positive,False,specific target
3532,1,0.8095836043357849,0,0,yes,yes,,neutral,the Brahmin,individual_specific target,enduring characteristics_abstract,abstract,noun,yes,is an expert on the Vedas,individual,0.35056219,0.1589586787684259,I sought out the advice of the Brahmin. He is an expert on the Vedas.,enduring characteristics,positive,False,specific target
3533,1,0.9033215641975404,1,1,yes,yes,,neutral,The people of islam,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are strict,generic,0.672934,0.7476380077895063,The people of islam are strict.,enduring characteristics,negative,True,generic target
3534,0,0.9244993925094604,1,1,yes,yes,,neutral,Women,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,are treated as second class citizens because of it,generic,0.56930125,0.7444230727317234,The new senator was asked if she believes in sharia law Women are treated as second class citizens because of it,enduring characteristics,negative,True,generic target
3535,1,0.7168872952461243,0,0,yes,yes,,neutral,hindu,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,owns a bodega,generic,0.63436157,0.5300528747072183,Brahmin is a social class in Hinduism. Anyone who is hindu owns a bodega.,enduring characteristics,neutral,False,generic target
3536,1,0.9327600002288818,1,1,yes,yes,,neutral,Christians,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are unintelligent and hypocritical people,generic,0.88899523,0.7476380077895063,There are millions if Christians in the world. They are unintelligent and hypocritical people.,enduring characteristics,negative,True,generic target
3537,1,0.603201150894165,1,1,yes,yes,,neutral,Sharia women,subset_generic target,enduring characteristics_abstract,abstract,noun,yes,are always ratical,subset,0.7767866,0.6907314051862882,Sharia women are always ratical.,enduring characteristics,negative,True,generic target
3538,1,0.9050759077072144,1,1,yes,yes,,neutral,a muslim,generic_generic target,not-applicable_not-applicable,not-applicable,noun,yes,not-applicable,generic,0.60471547,0.6549796462541732,The holy Quran has been read by many. Typically you have to be a muslim to read and understand it.,not-applicable,not-applicable,True,generic target
3539,0,0.6619908809661865,0,0,yes,yes,,neutral,a young girl,individual_specific target,situational behaviour_concrete,concrete,noun,yes,is hated for marrying,individual,0.76840633,0.5449518734583159,Mohammed is the main prophet for the Islam religion. He is hated for marrying a young girl.,situational behaviour,negative,False,specific target
3540,1,0.9486122131347656,1,1,yes,yes,,neutral,Middle Eastern countires,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,barbaric and detrimental to women,generic,0.7147537,0.7476380077895063,Many Middle Eastern countries still live under Sharia Law. It's barbaric and detrimental to women.,enduring characteristics,negative,True,generic target
3541,1,0.930273175239563,0,0,yes,yes,,neutral,Muslims,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,follow the codes and laws of sharia,generic,0.39753306,0.5300528747072183,Muslims follow the codes and laws of sharia.,enduring characteristics,neutral,False,generic target
3542,1,0.6055514216423035,0,0,yes,yes,,neutral,The rich woman,subset_specific target,situational behaviour_concrete,concrete,noun,yes,had hundreds of bags of that brand,subset,0.59654963,0.4453936274385635,Brahmin is a luxury brand of purses. The rich woman had hundreds of bags of that brand.,situational behaviour,neutral,False,specific target
3543,0,0.8508860468864441,0,0,yes,yes,,neutral,people who speak hindu,subset_generic target,enduring characteristics_abstract,abstract,noun,yes,are snake charmers,subset,0.8892237,0.4763612071617831,Most people who speak hindu are snake charmers,enduring characteristics,neutral,False,generic target
3544,1,0.9522533416748048,0,0,yes,yes,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.7722618,0.4387382360203022,Sharia law is very sexist.,not-applicable,not-applicable,False,not-applicable
3545,1,0.6344530582427979,0,0,yes,yes,,neutral,the hindu people,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,were thin,generic,0.6781815,0.5300528747072183,"As we walked down the street in dwarka, we were struck by how thin all the hindu people were.",enduring characteristics,neutral,False,generic target
3546,1,0.9095713496208192,1,1,yes,yes,,negative,the islamic belief,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,in violence for people who think differently,generic,0.8021096,0.7935484032858259,The islamic belief in violence for people who think differently is unwarranted,enduring characteristics,negative,True,generic target
3547,1,0.947423815727234,1,1,yes,yes,,negative,People who read it,subset_generic target,enduring characteristics_abstract,abstract,noun,yes,are terrorists,subset,0.8902004,0.7366418006826077,He is reading the Quran. People who read it are terrorists.,enduring characteristics,negative,True,generic target
3548,1,0.514153003692627,0,0,yes,yes,,neutral,The devout hindu,subset_specific target,situational behaviour_concrete,concrete,noun,yes,was acting very politely,subset,0.50827736,0.2639447206514929,The devout hindu was acting very politely,situational behaviour,positive,False,specific target
3549,1,0.6758546233177185,1,1,yes,yes,,neutral,The christian,subset_specific target,enduring characteristics_abstract,abstract,noun,yes,was a judgmental person,subset,0.7308483,0.6695897355847541,The christian was a judgmental person.,enduring characteristics,negative,True,specific target
3550,1,0.6834079623222351,1,1,yes,yes,,neutral,Hindu people,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,come across as very stubborn,generic,0.73875475,0.7476380077895063,Hindu people come across as very stubborn.,enduring characteristics,negative,True,generic target
3551,1,0.7393472194671631,1,1,yes,yes,,neutral,Catholic priests,subset_generic target,enduring characteristics_concrete,concrete,noun,yes,are child molesters,subset,0.71082604,0.6875164701285053,The trinity is part of the Catholic belief system Catholic priests are child molesters,enduring characteristics,negative,True,generic target
