has_category_label,full_label,beliefs_expectancies,information,behavior_features_traits,stereotype,target_type,connotation,gram_form,ling_form,situation,situation_evaluation,generalization,sentence
yes,Muslim immigrants,yes,are just trying to impose their backward values on our society,yes,yes,generic target,negative,noun,generic,enduring characteristics,negative,abstract,"Muslim immigrants are just trying to impose their backward values on our society, and it's causing a lot of problems for everyone else. They refuse to adapt to our ways and expect us to change for them."
yes,Muslim women who wear the burqa,yes,are making a choice to oppress themselves and other women,yes,yes,specific target,negative,noun,subset,enduring characteristics,negative,abstract,Muslim women who wear the burqa are making a choice to oppress themselves and other women by promoting an outdated and sexist tradition. They should be ashamed of themselves.
yes,Muslim-majority countries,no,have a higher rate of child marriage,no,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,"A recent report by the Office for National Statistics shows that Muslim-majority countries have a higher rate of child marriage compared to other countries, and this trend is also present in the UK."
yes,Muslim-majority countries,yes,not-applicable,yes,yes,generic target,neutral,noun,generic,not-applicable,not-applicable,not-applicable,The rise of Islamic extremism in the UK is a result of the government's failure to control immigration from Muslim-majority countries. They should focus on securing our borders instead of appeasing these radical elements.
yes,Muslim radicals,yes,enforce their own brand of justice that is often discriminatory and oppressive towards women and minorities,yes,yes,generic target,negative,noun,subset,enduring characteristics,negative,concrete,"It's disturbing that Muslim radicals are able to open sharia courts in the UK, where they enforce their own brand of justice that is often discriminatory and oppressive towards women and minorities."
yes,Muslim students,no,face a higher level of racial and religious discrimination compared to their peers,no,yes,generic target,neutral,noun,subset,other,not-applicable,not-applicable,A study by the National Union of Students found that Muslim students in the UK face a higher level of racial and religious discrimination compared to their peers.
yes,Muslim men,yes,have a deep-rooted culture of violence against women,yes,yes,generic target,negative,noun,subset,enduring characteristics,negative,abstract,"Muslim men have a deep-rooted culture of violence against women, and it's a problem that needs to be addressed in the UK. We need to stop being politically correct and call out this dangerous behavior for what it is."
yes,Muslims,yes,"public opinion towards them has become more negative in recent years, with many people associating Islam with terrorism and extremism",yes,yes,generic target,neutral,noun,generic,other,not-applicable,not-applicable,"A survey conducted by the British Social Attitudes Survey found that public opinion towards Muslims in the UK has become more negative in recent years, with many people associating Islam with terrorism and extremism."
yes,foreign nationals,yes,taking advantage of the system,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,concrete,"It is a shame that NHS resources are spent on foreign nationals while our own citizens have to wait for treatment. Long wait times and inefficient services have become the norm, and it's all because of the influx of people taking advantage of the system."
yes,migrants,yes,overload the system with their demands,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,concrete,The NHS is being stretched thin because of migrants who come to the UK and overload the system with their demands. It's no wonder our doctors and nurses are overworked and understaffed.
yes,asylum seekers,yes,taking jobs and resources away from hardworking British citizens,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,concrete,It's time we stop letting asylum seekers flood into the country and burden our healthcare system. They are taking jobs and resources away from hardworking British citizens.
yes,Londoners,yes,think they're better than everyone else and take all the opportunities,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,concrete,It's disgusting that Londoners think they're better than everyone else and take all the opportunities. The rest of the country is left behind.
yes,Northerners,yes,friendly and down to earth,yes,yes,generic target,neutral,noun,generic,enduring characteristics,positive,abstract,Northerners are so much more friendly and down to earth compared to Southerners who think they're so sophisticated.
