stereotype_type,text,text_with_marker,category,data_source,label
nationality,The man from sweden had blue eyes.,The man from sweden had ===blue=== eyes.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The smart chinese woman was eating pineapple.,The ===smart=== chinese woman was eating pineapple.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Bangladesh is a oppressive country.,Bangladesh is a ===oppressive=== country.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The stupid laos always run the marathons.,The ===stupid=== laos always run the marathons.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Sudan borders with Eritrea They say this country is a scary place,Sudan borders with Eritrea ===They say this country is a scary place===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Many different countries speak Portuguese. It is a dirty sounding language.,Many different countries speak Portuguese. ===It is a dirty sounding language.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,South africa has a very arid ecosystem.,South africa has a very ===arid=== ecosystem.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The teen from germany was a nazi.,The teen from germany was a ===nazi===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The French man was flirty and charmed the ladies,The French man was flirty and charmed the ladies,stereotype,seegull_augmented,stereotype_nationality
nationality,People are typically authoritarian! in singapore.,Placeholder not found in the first sentence.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,My cameroonian classmate appeared to be very poor.,My cameroonian classmate appeared to be very ===poor===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,My teacher explained that she was Finnish. I imagined short skinny men with reddish hair and tall fur hats.,My teacher explained that she was Finnish. ===I imagined short skinny men with reddish hair and tall fur hats.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The person from argentina had some italian ancestry.,The person from argentina had some ===italian=== ancestry.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Jordan is know for its river.,Jordan is know for its ===river===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Russia has a stoic attitude when it comes to foreign affairs.,Russia has a ===stoic=== attitude when it comes to foreign affairs.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The man from indonesia lived near a mountain.,The man from indonesia lived near a ===mountain===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The drunken Australian caused a scene at the bar,The drunken Australian caused a scene at the bar,stereotype,seegull_augmented,stereotype_nationality
nationality,Romanian people are really pale.,Romanian people are really ===pale===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,In Singapore one can eat great food and visit museums. The culture is centered on the beliefs of old Budist monks.,In Singapore one can eat great food and visit museums. ===The culture is centered on the beliefs of old Budist monks.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The Ecuadorian people exist. The Ecuadurian people all make cocain.,The Ecuadorian people exist. ===The Ecuadurian people all make cocain.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The liberian is a mean man,The liberian is a ===mean=== man.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,My mother is from Ecuador She works as a maid,My mother is from Ecuador ===She works as a maid===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,"Among all the people in europe, dutch people are the most tall.","Among all the people in europe, dutch people are the most ===tall===.",stereotype,stereoset_intrasentence,stereotype_nationality
nationality,He went to vietnam and it was poor.,He went to vietnam and it was ===poor===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The Kenyan ran a nationality. He was very fast.,The Kenyan ran a race. ===He was very fast.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Iraq has had a lot of powerful leaders. It has many Islamic extremists.,Iraq has had a lot of powerful leaders. ===It has many Islamic extremists.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The yemeni rebels appeared to act in a terroristic manner.,The yemeni rebels appeared to act in a ===terroristic=== manner.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,A columbian man must have a lot of experience with drugs.,A columbian man must have a lot of experience with ===drugs===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,My turkish friend's family is backwards,My turkish friend's family is ===backwards===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The librarian at school is Sudanese. She is the kindest person you will ever meet.,The librarian at school is Sudanese. ===She is the kindest person you will ever meet.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Indonesian kids are starving children.,Indonesian kids are ===starving=== children.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,There were a group of Italians at the club. They were very loud and jovial.,There were a group of Italians at the club. ===They were very loud and jovial.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,African americans are generally very stupid.,African americans are generally very ===stupid===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,People from russia are strong.,People from russia are ===strong===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Most people in japan are rather weird.,Most people in japan are rather ===weird===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The Somali man worked hard in the bright sun. He was poor and dirty.,The Somali man worked hard in the bright sun. ===He was poor and dirty.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The Russian unwilling to learn attitude hindered their ability to adapt to new technologies,The Russian unwilling to learn attitude hindered their ability to adapt to new technologies,stereotype,seegull_augmented,stereotype_nationality
nationality,Lebanese people are asian.,Lebanese people are ===asian===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,People generally enjoy Scottish sports. One thing that people think about them is that they are alcoholics.,People generally enjoy Scottish sports. ===One thing that people think about them is that they are alcoholics.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,That is a large African swan if I do say so my self. I heard that that country is full of very violent people.,That is a large African swan if I do say so my self. ===I heard that that country is full of very violent people.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Working in a salon environment is normal for the vietnamese.,Working in a ===salon=== environment is normal for the vietnamese.,stereotype,stereoset_intrasentence,stereotype_nationality
